-1508.9,7840.45,58.1087,7002.42,-3281.56,2890.82,-1839.38,-1983.62,895.691,2077.9,1066.25,-1436.73,170.567,-1470.49,217.289,1
-932.523,10365.1,1055.49,6573.43,-1526.81,3621.68,-2220.85,-1216.21,2325.81,1919.37,402.588,-2512.14,389.859,-1405.14,1153.73,1
-377.416,8545.56,537.346,7178.31,-2577.59,1805.7,-1780.88,-1877.99,1634.38,2127.95,605.441,-1435.26,-494.128,-1319.62,584.322,1
-693.791,10855.7,-843.89,6037.67,-2918.13,2818.84,-852.114,-2498.06,-596.557,2225.41,829.731,-1515.65,-906.703,-656.795,699.695,1
-239.547,10476.1,-876.247,6214.01,-2642.75,3156.57,-1632.46,-2367.29,1489.77,1951.82,278.166,-2475.95,-275.448,-1090.74,746.024,1
-1231.59,10170.2,419.41,6811.17,-2281.36,3024.89,-1134.86,-1675.97,-492.055,2212,1143.04,-1997.24,-572.559,-1530.88,712.3,1
-957.09,9095.97,-5.74176,7230.67,-2596.2,2761.98,-1166.02,-2326.67,808.138,1794.12,1426.64,-1626.73,533.172,-838.064,426.356,1
-10.4325,9124.34,-1650.98,5937.53,-3408.71,2695.44,-1449.03,-2721.05,909.483,1840.68,283.562,-1441.1,176.227,-904.062,467.779,1
-831.288,10062.4,-1792.9,5870.62,-2890.04,2913.27,-1041.76,-3299.53,1228.13,1906.29,868.686,-1877.28,240.707,-724.821,371.939,1
-813.104,9054.54,-1109.1,5728.69,-3531.83,2860.01,-2311.96,-2212.72,1666.07,1999.58,146.611,-1890.83,-495.574,-1230.69,758.293,1
-391.75,6945.51,-377.063,5950.29,-2357.03,1945.85,-1834.6,-807.904,379.914,2263.55,971.018,-1516.59,-1035.47,-1598.82,241.21,2
-565.69,6587.99,5.89665,6335.65,-2264.57,1975.45,-2147.88,-816.894,1275.73,1650.28,1069.87,-1742.68,-473.676,-2008.86,522.821,2
-210.521,6836.14,-75.7902,6042.96,-2352.34,1699.06,-1936.32,-709.879,688.839,1776.92,805.291,-1454.67,-968.058,-1961,274.052,2
-481.271,6522.82,-31.4419,6223.38,-2159.91,1968.17,-2057.65,-758.459,1469.92,1622.63,1189.93,-1851.42,-487.246,-1731.29,465.486,2
-601.093,7113.83,-15.6531,6334.53,-2279.29,2134.57,-1906.61,-729.361,969.557,1868.46,1285.61,-1649.78,-422.141,-1292.58,269.834,2
-854.186,6410.89,415.186,6151.29,-2062.81,2439.41,-2296.07,-655.506,1658.22,1820.63,994.438,-1644.09,-231.45,-2066.01,862.967,2
104.166,7401.62,71.2314,5663.29,-2297.46,1624.1,-1637.87,-393.257,729.418,1913.81,610.528,-1365.06,-1171.56,-1963.12,451.412,2
-125.364,6986.75,-53.0326,5943.64,-2310.1,1718.08,-1877.23,-491.173,800.001,1809.62,784.079,-1400.25,-979.577,-2062.33,223.5,2
-97.9659,6486.23,666.566,5905.28,-1623.79,2341.69,-1948.9,-710.467,2100.47,1985.45,1093.61,-1839.94,-593.295,-1662.52,878.368,2
-152.46,7349.98,225.619,5989.96,-2198.1,1820.63,-1755.56,-276.049,848.646,1828.6,899.896,-1276.48,-750.314,-1875.56,622.963,2
-1637.23,7076.13,1079.63,3938.28,-3656.37,2877.63,-467.222,-1693.47,2079.48,1341.09,882.37,-2088.25,-1073.01,-1033.68,599.611,3
-1952.47,7284.64,516.633,3661.12,-3286.57,3164.39,-721.295,-1832.58,1648.37,785.548,610.78,-2517.2,-1196.31,-687.62,893.483,3
-1694.2,7308.29,339.581,3782.09,-3781.7,3063.33,-824.754,-1889.58,1598.84,777.622,729.264,-2361.05,-1273.48,-686.118,741.433,3
-617.219,7270.59,2242.97,4603.2,-3346.93,2789.51,-731.011,-1834.85,878.493,1387.37,1206.04,-2198.18,-565.561,-1295.87,549.682,3
-363.651,7486.44,2640.09,4813.84,-2970.87,2839.16,-768.614,-1757.02,547.191,1178.87,983.51,-2477.12,-663.111,-1404.15,1013.3,3
-2418.38,7134.72,1242.06,4940.82,-3677.33,2779.23,-885.376,-2222.48,1331.78,1853.55,1569.08,-1917.38,-1169.15,-1458.47,511.928,3
-2163.19,6920.29,1874.02,4913.31,-3713.59,2661.1,-779.541,-2343.63,820.302,1431.63,1597.07,-2374.8,-1122.78,-1341.75,348.162,3
-1924.42,7102.44,1541.64,4900.26,-3898.95,2748.41,-737.098,-2442.36,646.3,1607.32,1670.39,-2156.31,-1275.03,-1213.61,312.862,3
-2098.28,7308.77,220.797,4423.49,-4239.6,3259.57,-720.394,-2311.92,1530.65,1527.45,1097.21,-1747.68,-1408.32,-1078.72,638.954,3
-1780.17,7315.01,43.0515,4265.44,-4120.94,3536.59,-848.325,-2349.77,1425.38,1311.98,804.928,-2009.35,-1508.12,-1064.47,783.989,3
-1951.79,6719.3,2169.64,4788.39,-3595.55,3600.83,-1079.93,-1271.41,673.274,1945.03,229.205,-1126.65,-85.7011,-2117.23,740.23,4
-1633.13,6644.74,958.727,4300.19,-3740.76,4246.33,-2011.6,-1451.87,1453.61,1456.1,-99.5926,-1447.28,-571.01,-2084.27,849.816,4
-1375.87,6786.86,2320.94,4905.18,-3467.93,3608.61,-1262.74,-1466.01,74.7534,1937.46,413.429,-1315.31,77.3468,-1925.57,1028.93,4
-2200.34,7219.65,563.431,4911.92,-4178.65,4259.63,-1462.42,-1927.36,1097.02,2162.02,126.987,-1139.38,-947.84,-2108.22,643.095,4
-2197.32,7450.47,-29.097,4617.14,-4061.21,4439.15,-2136.31,-1916.24,1193.67,1599.85,410.778,-1919.98,-1368.35,-1821.79,678.034,4
-1346.4,7741.57,1431.48,5776.11,-3515.03,3597.07,-1438.53,-2083.54,-543.466,2113.75,898.28,-1857.83,-256.952,-1851.44,821.931,4
-2081.35,7112.4,833.284,4935.74,-4037.91,4097.99,-1238.23,-1858.67,842.393,2323.92,213.616,-917.256,-974.754,-2250.47,624.4,4
-1416.64,6901.02,2001.33,4953.81,-3652.93,3841.55,-1365.41,-1437.54,212.084,1941.04,358.434,-1039.09,74.1618,-1889.8,907.545,4
-1903.96,6732.5,1021.55,4171.63,-3857,3984.04,-1956.76,-1385.47,1438.66,1679.7,181.745,-1351.05,-414.58,-2166.73,811.103,4
-2557.95,7388.85,-22.5846,4325.92,-3480.42,4247.24,-1993.12,-1881.41,950.889,1340.08,765.226,-2263.96,-1260.55,-1948.47,695.919,4
-1237.52,8586.98,3016.08,4652.55,-1933.19,2275.75,-847.105,-922.135,1241.27,2034.75,975.376,-2556.34,-428.716,-1442.18,1180.19,5
-1286.72,8424.93,2611.98,4700.83,-2454.43,2374.5,-933.085,-1155.81,2100.58,2453,486.623,-2112.11,-481.192,-1562.54,644.668,5
-1720.89,8523.85,2242.55,4639.11,-2493.26,2267.46,-1071.53,-1201.93,2097.55,2311.53,309.904,-2352.65,-267.64,-1426.55,991.594,5
-1132.36,8433.45,2990.75,4592.12,-1827.89,2323.82,-806.76,-843.423,1377.88,1985.03,808.531,-2605.79,-578.164,-1432.04,1383.81,5
-2123.98,9495.7,1708.52,5150.41,-2694.07,2757.87,-1286.09,-1466.79,516.05,2280.24,1165.7,-2738.75,-1020.99,-1371.78,1307.47,5
-1952.77,9378.62,1853.28,5019.1,-2748.25,2623.52,-1283.41,-1542.02,601.888,2329.77,1200.64,-2752.8,-1001.4,-1297.91,1123.53,5
-997.425,8544.46,2915.17,4664.55,-2026.15,2425.01,-874.634,-922.495,1220.55,1905.11,647.297,-2548.8,-447.002,-1420.85,1387.84,5
-2334.09,9159.36,1299.62,4776.55,-2527.28,2278.14,-1651.29,-2010.94,866.134,2600.25,1041.02,-1961.13,-987.086,-1495.42,479.149,5
-2336.06,9219.54,1382.31,4809.36,-2893.02,2368.05,-1316.68,-1865.24,825.233,2688.68,1082.05,-2031.39,-842.602,-1454.16,377.31,5
-1950.03,9269.98,1572.88,5769.41,-3068.78,3105.44,-557.328,-1674.42,550.908,2400.6,675.4,-1705.59,-645.687,-1463.85,1038.49,5
-4272.63,8501.98,1431.02,4696.01,-858.003,3355.98,-946.725,-1768.55,2157.63,2307.34,351.718,-1743.54,-366.014,-1702.03,986.73,6
-4207.2,8555.35,1568.21,4676.14,-596.096,3160.48,-944.126,-1877.3,2169.33,2347.51,653.535,-1443.95,-395.214,-1714.89,775.776,6
-4216.66,8446.36,1486.54,4860.37,-1028.45,3380.78,-648.153,-1653.27,2150.36,2338.73,428.612,-1671.6,-491.36,-1779.37,905.201,6
-4923.14,9612.02,937.091,5634.97,-908.832,3193.84,-1184.79,-2641.48,1319.77,2672.83,1221.09,-1121.5,-820.33,-1661.01,638.766,6
-4864.61,9500.03,1087.74,5579.33,-1578.7,3357.83,-776.569,-2351.53,1042.75,2334.27,1343.16,-1463.28,-946.491,-1890.18,730.828,6
-4960.94,9549.45,725.637,5351.5,-1466.74,3373.97,-749.366,-2376.39,1478.55,2677.21,973.946,-1102.54,-898.23,-1733.85,840.872,6
-4948.21,9682.12,1027.99,5461.16,-1344.86,3191.28,-947.081,-2568.9,1010.02,2238.37,1297.64,-1535.1,-1007.19,-1883.19,656.648,6
-5054.11,9740.49,323.369,5195.02,-1344.78,3393.36,-1056.18,-2377.68,1360.3,2505.93,658.343,-1475.27,-837.92,-1484.66,1109.14,6
-4864.95,9823.13,1448.65,5750.23,-749.348,3210.72,-1298.91,-2662.7,1234.56,2111.76,1191.78,-2301.22,-991.706,-1904.05,674.697,6
-4997.67,9720.84,842.025,5629.07,-1105.74,3224.56,-926.601,-2648.35,1421.62,2700.39,1229.78,-1077.32,-845.218,-1715.94,724.124,6
-2930.7,6551.85,-1394.43,5127.41,-2598.45,2306.06,615.061,-1344.46,1021,2254.69,254.035,-2642.31,-308.668,-1962.89,842.908,7
-2180.64,5990.99,-931.294,4858.97,-2422.41,2744.07,678.759,-1214.52,1058.66,2154.22,557.951,-2215.81,-462.195,-1655.74,1035.23,7
-3029.65,6683.38,-1134.23,5662.22,-2668.76,2551.03,768.288,-1225.19,1312.27,2256.65,516.897,-2369.37,-162.604,-1785.61,769.263,7
-2831.79,7508.45,-1319.95,4551.23,-2967.11,2252.42,413.833,-1087.36,844.067,2540.54,208.534,-2196.85,-245.51,-1939.37,981.982,7
-2834.62,7434.15,-1640.29,4765.43,-3138.44,2475.39,430.668,-1201.34,515.695,2459.81,169.913,-2286.16,-154.714,-1633.62,1031.34,7
-2494.26,6213.6,-694.507,5539.12,-2450.46,2586.99,776.964,-1365.04,1336.24,1955.99,809.533,-2301.39,-458.427,-1802.91,620.782,7
-3066.52,6499.94,-1009.72,5691.46,-2513.04,2273.85,617.827,-1394.38,1344.75,2183.37,638.667,-2334.58,-273.453,-1952.85,446.711,7
-3000.23,6281.76,-670.934,5493.03,-2244.98,1974.94,333.18,-1655.65,1260.52,2011.41,858.001,-2125.85,-598.989,-1930.26,92.7868,7
-2796.17,6383.86,-1292.29,5470.84,-2649.03,2393.1,797.131,-1524.48,896.5,2161.02,477.706,-2402.51,-409.983,-1886.2,537.389,7
-2307.23,7367.4,-1136.33,4902.44,-3383.08,2861.83,439.579,-1206.68,619.941,2372.44,152.669,-2073.49,-314.467,-1627.23,1151.8,7
-2099.17,5841.83,2463.72,7526.74,-2321.64,2241.99,-316.58,-2333.51,1065.92,2037.07,-341.384,-1767.51,-642.113,-697.291,-251.128,8
-1755.14,5490.45,2564.23,7407.92,-2071.5,2157.9,-233.913,-2322.94,1246.43,2035.48,-283.119,-1781.37,-1063.87,-857.942,-244.756,8
-2371.5,6215.1,1582.25,7774.6,-3647.54,3158.83,-1162.68,-2406.08,1169.89,2791.96,-249.884,-2254.29,-632.95,-1686.29,940.791,8
-1893.11,5794.32,2439.7,7263.56,-2639.1,2678.92,-1159.6,-2214.02,1704.76,1929.46,-403.749,-2787.4,-592.654,-1507.42,1076.85,8
-1700.13,6486.59,2126.28,8096.95,-3205.66,3437.71,-1529.09,-2220.07,1173.87,2597.65,21.3859,-2437.23,-380.874,-1804.58,1132.91,8
